171	188
513	602
457	113
481	96
773	159
38	91
519	312
38	160
922	930
738	380
368	110
989	777
17	738
392	515
893	356
929	432
225	277
515	164
32	444
717	150
258	64
513	1009
903	115
261	417
17	921
513	889
835	843
513	392
17	40
646	461
128	871
382	391
32	237
409	682
203	1014
913	869
770	417
657	91
913	230
58	481
389	38
387	556
389	770
562	539
771	940
417	557
512	225
770	224
513	778
113	560
998	208
905	112
773	602
638	190
775	186
264	889
605	510
58	86
646	156
356	612
389	17
602	612
901	113
776	989
855	133
289	911
513	288
602	527
989	312
168	660
230	705
913	808
1018	791
32	356
898	254
513	885
550	208
513	928
806	770
254	177
913	900
550	762
221	910
904	839
17	891
515	658
112	791
203	489
261	742
775	696
638	581
510	356
477	630
389	845
513	88
785	780
17	596
289	91
261	998
277	600
771	997
513	562
230	696
389	160
32	292
998	407
657	312
801	791
513	849
113	277
477	690
260	989
806	500
801	33
1022	638
913	225
347	1018
315	180
513	730
870	678
806	209
602	830
770	97
515	881
742	262
166	869
550	356
306	491
519	254
913	550
771	417
130	843
32	398
771	372
17	401
449	902
776	1001
998	882
519	175
657	791
770	696
17	998
770	355
775	477
389	99
165	452
678	841
194	348
513	384
17	647
773	392
773	737
369	843
513	300
898	20
771	229
32	160
855	1009
392	903
97	869
263	418
389	998
8	40
515	563
417	514
776	208
390	494
385	602
776	230
254	891
550	481
392	1018
32	168
389	262
989	696
392	998
755	113
839	473
647	609
638	136
389	738
9	325
806	49
989	26
770	602
699	930
1012	81
481	879
513	154
477	943
40	310
97	584
1018	539
221	356
987	277
477	791
385	113
513	289
168	553
288	1018
513	470
913	382
930	911
110	999
820	602
513	136
477	602
869	208
628	233
913	602
602	999
113	280
417	647
401	843
401	771
638	602
32	495
1012	345
717	155
273	761
936	828
401	269
126	495
770	835
254	550
998	312
328	409
776	23
646	254
605	98
562	799
1	385
130	511
646	755
775	254
562	113
38	514
282	559
776	17
806	981
513	108
773	1018
254	680
513	84
230	364
389	602
602	233
989	47
776	38
417	229
518	818
392	650
973	282
989	602
382	696
913	742
519	244
989	841
513	358
550	262
225	127
602	984
132	550
771	647
770	33
806	40
696	1009
605	775
771	989
389	40
32	773
244	409
108	524
513	770
390	126
968	999
770	444
203	869
257	356
640	758
1012	85
550	492
289	262
40	893
9	109
262	792
230	254
113	738
17	729
389	847
845	141
513	678
1022	962
841	140
568	418
401	225
382	470
156	99
17	562
770	122
845	973
770	410
513	325
646	277
312	208
513	800
108	23
230	58
513	475
602	741
645	64
481	612
513	645
59	47
417	845
854	791
513	715
284	933
913	773
321	973
898	584
913	785
17	244
221	571
17	989
989	364
776	40
511	300
513	845
898	15
808	571
38	125
801	647
261	113
602	930
444	1014
283	856
254	262
841	118
32	38
771	225
775	288
513	388
203	494
602	142
513	650
771	350
109	1014
282	709
989	597
808	473
770	446
168	627
17	83
1018	819
672	108
989	1012
657	254
524	1018
254	142
151	494
282	1018
160	813
513	612
282	930
880	962
254	477
989	738
780	539
224	674
128	53
254	312
646	145
8	761
775	883
389	481
515	647
17	113
403	318
166	761
416	602
385	315
254	133
389	133
646	193
771	366
928	159
132	435
513	113
515	481
188	597
513	417
372	169
237	840
230	168
913	845
672	859
168	832
513	230
955	86
389	612
261	494
952	617
913	0
647	277
513	152
230	427
225	791
898	822
389	254
392	885
993	31
956	753
513	657
519	794
806	539
648	602
32	165
513	806
699	88
32	477
513	646
423	435
17	263
8	159
261	169
417	113
513	9
776	646
646	229
770	262
513	461
389	500
775	527
910	736
961	891
225	736
97	225
168	26
32	126
913	879
806	401
513	727
32	672
513	356
879	64
32	230
113	200
390	770
936	738
160	936
736	997
126	1011
262	409
264	350
898	165
770	171
647	602
913	822
382	956
807	12
160	89
776	608
513	584
634	985
8	641
602	481
776	418
513	96
513	203
1012	109
646	289
513	14
657	225
640	494
262	356
513	127
389	308
416	40
254	828
389	897
32	841
382	254
17	230
738	494
389	494
513	261
417	102
254	444
17	519
989	225
936	559
7	421
989	277
160	82
696	962
905	841
519	459
902	113
97	563
230	672
776	356
513	386
624	366
1014	125
230	845
423	142
230	1009
841	791
657	444
689	522
17	208
771	364
513	804
128	254
552	922
133	244
481	696
998	807
513	776
598	750
994	113
770	47
777	807
771	416
898	998
913	634
32	277
389	277
689	602
513	750
776	998
913	481
982	715
989	1018
38	1016
513	898
517	97
770	392
519	8
254	794
640	500
261	738
230	284
770	59
881	356
771	562
773	277
513	913
1022	841
477	335
776	515
65	113
17	444
552	989
254	515
913	670
254	562
898	602
254	989
168	930
806	356
17	905
168	998
910	127
165	375
64	494
273	843
315	941
32	166
898	372
801	221
401	133
258	939
459	150
513	17
401	741
389	898
58	338
515	97
389	364
993	165
113	750
518	277
160	97
389	289
513	696
112	690
610	639
777	312
481	498
513	492
603	522
32	340
770	187
727	638
913	457
913	380
166	270
683	972
343	993
513	208
389	775
989	600
288	881
672	160
645	791
913	770
898	262
913	775
418	340
756	696
738	765
647	356
913	738
263	126
