5925	7876
6972	1864
3592	5529
8058	5641
8566	6417
726	6419
5691	8224
2904	1205
4385	9738
4890	9613
5848	3836
6	8982
8329	5290
6502	3791
1864	6279
1014	7762
4385	10216
5848	4291
1185	7408
7545	6916
8437	5998
5180	7199
7815	5526
8238	227
6407	5809
1303	396
7183	1423
1526	27
420	7975
489	7975
8264	1401
6543	6801
8914	235
6012	9312
3776	4790
749	4624
7889	6933
8329	6709
4385	3604
6820	765
1753	5691
6502	295
9269	9326
4568	5815
2102	1352
2146	5264
8790	4549
590	8373
7684	2732
8914	6236
1243	1083
4146	3060
7689	8224
5290	9087
7435	1359
4472	3411
5815	6163
2562	237
7631	1194
7745	8513
754	5883
9936	4104
7583	8817
2238	5847
939	5651
1864	1083
7288	9009
1879	3861
6330	425
590	8455
4288	3388
295	2762
6409	1167
1470	2152
8914	330
7624	7238
3927	9547
6012	7813
4790	7181
2911	7562
6236	8616
7889	603
2816	4010
2911	6319
8566	448
2717	3272
8058	1352
9738	2853
6407	8960
4379	30
6502	2588
3387	6990
8914	8238
3734	10017
9820	2527
6459	528
8450	8934
6678	1254
8914	1238
7680	8988
7413	4790
7562	8579
3927	7685
2165	5651
1975	8
569	4039
6291	441
7350	8392
9965	665
351	4459
590	5560
5071	3
8689	594
6012	6780
8566	4048
420	754
5923	7019
8058	5433
7778	8452
8998	991
5429	10119
9419	1316
7689	4927
6459	4585
5472	5523
9269	4041
3309	8747
770	2809
9738	4537
9000	916
4732	5249
4385	1262
6054	5232
8373	6033
8767	3791
1912	369
545	5853
1090	5529
3325	2519
4854	133
3387	6930
9613	5080
9560	3833
4010	3390
6012	1520
3927	2635
1806	8224
2890	2177
189	8186
6241	9688
6990	1465
8689	8712
8198	9039
8480	3048
7889	7690
4385	6420
5266	4415
7947	2050
3097	5184
3676	1018
5519	5429
9686	3274
9168	6581
2717	8962
3925	4103
6012	3872
6012	4790
9380	7656
590	5909
5056	8982
3245	1083
8914	6125
6502	3722
7947	2565
1423	479
5228	2001
2031	4841
409	6692
8329	6086
49	5232
5429	7811
8914	1083
2236	4042
3927	161
3642	5965
1005	3476
4931	4568
7354	285
8274	6248
7970	8891
10159	10100
3676	295
2863	369
749	4849
7540	2687
1946	7811
6351	4427
3043	9555
8914	290
8058	6502
6493	6071
4536	879
8801	6164
6012	8179
8914	2657
3642	8712
1769	6990
5519	1469
4366	3917
8329	757
8566	7354
7377	2647
4288	3938
1185	523
7975	4549
9312	3176
4568	9560
9936	916
4525	8187
7947	6693
6546	391
489	9626
5848	3411
590	9487
6990	3170
6012	2803
590	5901
684	3621
8914	6916
3794	2921
572	3097
8914	440
1912	1935
8139	5689
8254	4762
5848	1600
5519	2559
4472	7090
1891	5258
6241	6501
1600	6394
8566	1864
1083	88
2904	1690
7354	3295
5519	6295
3175	3938
7112	9786
10017	4965
3255	2208
10176	9645
6417	6164
2394	49
4564	8631
67	5249
1975	9482
8153	1225
4000	6532
767	992
